host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
0,3,2,2,1.0,1.0,3.0,2,1,15,5.0,5.0,5.0,5.0,5.0,5.0,1,1
1,1,1,2,1.0,1.0,1.0,2,1,180,10.0,10.0,10.0,10.0,10.0,10.0,1,7
1,1,1,4,1.0,1.0,2.0,7,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,19
0,1,1,4,1.0,1.0,1.0,3,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,2,2,1.0,1.0,1.0,2,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,3,2,6,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,6
0,28,1,7,2.0,3.0,4.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,28,2,2,1.0,2.0,2.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
1,4,2,2,1.0,1.0,1.0,1,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,2
0,1,1,4,1.0,1.0,1.0,2,2,1125,9.0,9.0,9.0,9.0,9.0,9.0,0,11
1,4,2,1,1.0,1.0,1.0,1,1,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,2
0,11,2,2,1.0,1.0,1.0,1,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,36,2,2,1.0,1.0,2.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,5,2,2,1.0,1.0,1.0,9,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,1,4,1.0,1.0,2.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,3,1.0,1.0,2.0,2,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,6
0,24,2,2,1.0,1.0,1.0,2,1,3,8.0,8.0,8.0,8.0,8.0,8.0,1,2
0,12,2,1,1.0,1.0,1.0,2,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
0,3,3,6,1.0,1.0,2.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,6
0,15,2,1,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,1,2,1.0,1.0,2.0,3,10,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,4
0,1,1,2,1.0,1.0,1.0,3,1,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,27,2,2,1.0,2.0,2.0,1,11,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,3,1,5,1.0,2.0,4.0,4,2,30,5.0,5.0,5.0,5.0,5.0,5.0,0,6
0,4,1,4,1.0,1.0,1.0,4,3,365,5.0,5.0,5.0,5.0,5.0,5.0,0,11
0,4,2,1,1.0,1.0,1.0,1,1,30,10.0,7.0,10.0,10.0,10.0,10.0,1,1
0,4,1,4,2.0,2.0,0.0,4,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,11
0,4,1,4,1.0,1.0,1.0,4,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,11
0,3,1,4,1.0,1.0,3.0,3,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,10
1,1,1,8,2.0,2.0,4.0,9,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,19
0,15,3,2,1.0,1.0,2.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,1,4,1.0,1.0,1.0,2,25,1125,9.0,8.0,10.0,10.0,10.0,9.0,0,1
0,5,2,2,1.0,1.0,2.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,1,4,1.0,2.0,2.0,2,1,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,3,1,2,1.0,1.0,2.0,3,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,3,1,2,1.0,1.0,1.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,11,1,6,2.0,2.0,2.0,2,30,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,3,2,1,1.0,1.0,1.0,2,1,2,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,4,2,2,1.0,2.0,2.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,6,2,2,1.0,1.0,1.0,3,1,90,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,1,5,1.0,2.0,2.0,6,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
0,3,2,3,1.0,1.0,3.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,6
0,22,1,4,1.0,2.0,2.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,1,5,1.0,1.0,5.0,3,2,198,7.0,7.0,10.0,7.0,9.0,7.0,1,4
0,6,1,2,1.0,1.0,1.0,4,1,1125,10.0,7.0,9.0,10.0,9.0,7.0,1,1
0,1,2,2,1.0,1.0,4.0,1,1,30,6.0,4.0,4.0,2.0,4.0,8.0,1,1
0,8,2,1,1.0,1.0,1.0,1,3,90,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,8,2,3,2.0,1.0,1.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,19,2,2,1.0,1.0,1.0,3,1,10,9.0,9.0,9.0,9.0,9.0,9.0,0,1
0,5,1,4,1.0,2.0,2.0,4,5,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,4,2,2,1.0,1.0,1.0,2,1,30,10.0,8.0,10.0,10.0,10.0,9.0,1,1
0,18,2,2,1.0,1.0,2.0,1,1,28,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,8,2,2,1.0,1.0,1.0,3,1,365,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,4,2,2,1.0,1.0,1.0,3,1,6,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,2,1,1.0,1.0,1.0,1,1,60,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,13,1,4,1.0,1.0,4.0,7,30,180,5.0,5.0,5.0,5.0,5.0,5.0,1,3
1,5,2,2,1.0,1.0,2.0,3,1,35,10.0,10.0,10.0,10.0,10.0,10.0,1,1
0,4,3,3,1.0,2.0,2.0,8,7,365,10.0,10.0,10.0,10.0,10.0,10.0,0,1
1,9,1,2,1.0,1.0,3.0,3,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,2,2,1,1.0,1.0,1.0,1,1,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,9,2,4,1.0,1.0,3.0,1,1,7,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,3,1,4,1.0,2.0,4.0,10,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,8
0,3,1,3,1.0,2.0,4.0,10,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,8
0,3,1,2,1.0,2.0,4.0,10,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,8
0,25,1,4,1.0,1.0,2.0,3,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
0,22,1,4,1.0,1.0,1.0,2,4,1125,10.0,9.0,9.0,10.0,10.0,10.0,1,1
0,29,2,4,2.0,1.0,2.0,3,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,10,2,2,1.0,1.0,0.0,2,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,1,1,4,1.0,1.0,1.0,6,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,6,2,4,1.0,3.0,2.0,2,4,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,1,3,1.0,1.0,1.0,4,1,6,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,22,1,2,1.0,1.0,4.0,3,1,1125,9.0,9.0,10.0,10.0,9.0,9.0,0,9
1,1,2,2,1.0,1.0,1.0,2,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,3
0,10,2,2,1.0,1.0,1.0,2,3,365,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,2,2,2.0,1.0,1.0,2,2,15,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,1,2,1,1.0,1.0,1.0,1,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,2,2,1.0,1.0,1.0,3,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,4,2,1,1.0,1.0,1.0,2,1,4,10.0,10.0,10.0,10.0,10.0,10.0,1,1
0,1,2,1,1.0,1.0,1.0,2,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,4,2,2,1.0,2.0,4.0,1,3,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,1,4,1.0,1.0,3.0,3,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,10
0,6,2,1,1.0,1.0,1.0,1,30,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,2,1.0,1.0,1.0,2,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
1,1,1,6,2.0,2.0,5.0,8,2,365,10.0,10.0,10.0,10.0,10.0,10.0,1,6
0,10,2,1,2.0,1.0,0.0,2,1,38,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,5,2,1,1.0,1.0,1.0,3,1,5,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,2,2.0,2.0,2.0,3,1,60,9.0,9.0,9.0,9.0,10.0,9.0,0,1
0,4,4,1,1.0,1.0,6.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,8
0,21,1,4,2.0,2.0,3.0,6,15,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,4,1,1.0,1.0,1.0,5,1,10,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,27,2,2,1.0,3.0,3.0,2,1,6,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,2,2,1.0,1.0,1.0,2,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,9,2,1,1.0,1.0,2.0,1,6,30,10.0,10.0,10.0,10.0,10.0,10.0,1,1
0,5,2,1,1.0,1.0,1.0,2,1,28,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,1,1,3,1.0,1.0,1.0,3,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,1
0,27,2,1,1.0,2.0,0.0,2,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
0,24,1,4,1.0,1.0,2.0,2,2,1125,10.0,9.0,10.0,9.0,10.0,9.0,1,2
0,3,2,2,1.0,1.0,2.0,3,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,10,2,2,2.0,1.0,1.0,1,1,300,10.0,9.0,10.0,10.0,9.0,9.0,0,4
0,5,2,1,1.0,1.0,0.0,9,7,35,10.0,10.0,10.0,10.0,10.0,10.0,1,3
0,3,2,3,1.0,1.0,2.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,1,1,6,1.0,1.0,5.0,3,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
0,4,2,2,1.0,1.0,1.0,2,1,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,1,3,1.0,2.0,2.0,9,30,180,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,2,2,2,1.0,1.0,1.0,1,1,16,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,4,2,5,1.0,2.0,2.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,5,2,2,1.0,1.0,1.0,3,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,1,2,1.0,1.0,2.0,2,3,365,10.0,10.0,10.0,10.0,10.0,10.0,1,11
0,13,1,4,1.0,1.0,4.0,6,3,190,5.0,5.0,5.0,5.0,5.0,5.0,1,3
0,2,1,4,1.0,1.0,1.0,3,1,10,5.0,5.0,5.0,5.0,5.0,5.0,0,2
1,4,1,2,2.0,2.0,2.0,3,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
0,6,2,2,1.0,1.0,1.0,2,1,4,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,3,2,2,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,6
0,24,1,4,1.0,2.0,5.0,2,14,30,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,1,1,3,1.0,1.0,2.0,2,1,30,9.0,8.0,9.0,9.0,10.0,9.0,1,4
0,1,2,2,1.0,1.0,1.0,2,1,28,8.0,8.0,10.0,8.0,10.0,8.0,0,1
1,2,1,3,1.0,2.0,2.0,2,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,6,2,2,1.0,1.0,1.0,3,1,1125,10.0,8.0,10.0,10.0,10.0,10.0,0,1
0,1,1,3,1.0,1.0,2.0,2,1,1125,10.0,7.0,10.0,10.0,10.0,10.0,1,4
0,3,1,5,1.0,2.0,3.0,3,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
0,24,1,2,1.0,1.0,3.0,5,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
1,2,1,3,1.0,1.0,1.0,3,3,60,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,1,2,2,1.0,1.0,0.0,2,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,3,2,2,1.0,1.0,1.0,3,1,1125,9.0,9.0,10.0,10.0,10.0,10.0,1,6
0,9,4,1,1.0,1.0,1.0,1,1,15,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,1,2,1.0,1.0,1.0,2,1,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,1
0,9,2,1,1.0,1.0,1.0,2,1,10,10.0,10.0,10.0,10.0,10.0,10.0,1,1
0,1,2,2,1.0,1.0,3.0,3,1,1125,9.0,8.0,10.0,10.0,10.0,9.0,1,1
0,1,2,2,1.0,1.0,1.0,3,1,190,10.0,9.0,10.0,10.0,10.0,10.0,1,1
0,8,1,6,1.0,3.0,3.0,4,1,360,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,9,2,2,1.0,1.0,3.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,2,1,1.0,3.0,0.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,8,1,4,1.0,1.0,1.0,3,1,60,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,4,2,2,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,3,2,1,2.0,1.0,1.0,9,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,8
0,1,2,2,1.0,1.0,1.0,4,4,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,3
0,1,1,3,1.0,1.0,2.0,2,1,1125,8.0,8.0,10.0,9.0,10.0,9.0,1,4
0,4,1,4,1.0,1.0,2.0,3,2,30,10.0,9.0,10.0,10.0,10.0,10.0,0,1
0,31,1,5,1.0,3.0,5.0,5,15,60,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,9,2,3,1.0,2.0,0.0,1,1,80,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,14,1,6,1.0,2.0,4.0,5,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,5,1,2,1.0,1.0,1.0,10,2,1125,10.0,8.0,10.0,10.0,10.0,9.0,1,1
0,1,1,3,1.0,1.0,2.0,2,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,4
0,4,3,16,1.0,1.0,4.0,2,30,60,5.0,5.0,5.0,5.0,5.0,5.0,1,11
0,7,1,6,1.0,1.0,3.0,3,2,31,10.0,10.0,10.0,10.0,10.0,10.0,1,1
0,18,2,2,1.0,1.0,0.0,2,15,60,5.0,5.0,5.0,5.0,5.0,5.0,1,4
0,18,2,1,1.0,1.0,1.0,2,15,60,5.0,5.0,5.0,5.0,5.0,5.0,1,4
0,1,2,1,1.0,1.0,5.0,2,2,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,18,1,5,1.0,3.0,3.0,4,10,60,5.0,5.0,5.0,5.0,5.0,5.0,1,4
0,4,1,3,1.0,1.0,1.0,3,1,30,9.0,9.0,10.0,9.0,10.0,8.0,0,2
0,1,2,3,1.0,1.0,0.0,5,5,180,5.0,5.0,5.0,5.0,5.0,5.0,1,5
0,2,2,2,1.0,1.0,2.0,1,1,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,3,2.0,2.0,4.0,2,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
1,21,1,6,1.0,3.0,6.0,3,365,365,5.0,5.0,5.0,5.0,5.0,5.0,0,5
0,5,2,2,2.0,1.0,1.0,2,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,2,2,1,1.0,2.0,2.0,3,3,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,2,1,1.0,1.0,1.0,1,2,20,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,8,2,2,2.0,1.0,0.0,3,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,3
0,12,2,2,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,5,1,6,1.0,2.0,2.0,2,5,1125,9.0,7.0,10.0,10.0,10.0,9.0,1,3
0,3,1,2,1.0,1.0,1.0,2,2,1125,6.0,10.0,10.0,10.0,8.0,10.0,0,2
0,1,2,2,1.0,1.0,2.0,2,1,150,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,2,4,1.0,1.0,2.0,2,1,28,5.0,5.0,5.0,5.0,5.0,5.0,1,3
0,2,2,2,1.0,1.0,1.0,1,1,1125,9.0,7.0,9.0,9.0,7.0,7.0,1,1
0,1,1,3,1.0,1.0,1.0,2,1,1125,9.0,8.0,10.0,10.0,10.0,10.0,0,3
0,1,1,2,2.0,2.0,3.0,3,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,2,1,4,1.0,2.0,4.0,4,2,1125,9.0,10.0,9.0,10.0,10.0,10.0,0,2
1,2,2,1,1.0,1.0,1.0,1,2,100,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,3,1,6,1.0,3.0,4.0,8,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,11
0,4,2,1,1.0,1.0,1.0,1,3,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,3,2,1.0,1.0,2.0,4,1,1125,8.0,10.0,9.0,10.0,10.0,9.0,1,11
0,4,2,2,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,3
0,3,2,2,1.0,1.0,1.0,5,1,1125,8.0,8.0,8.0,8.0,10.0,8.0,1,11
0,15,2,2,1.0,1.0,1.0,3,1,15,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,10,4,1,1.0,1.0,1.0,1,1,1125,10.0,10.0,10.0,8.0,8.0,10.0,0,1
0,1,1,5,2.0,1.0,3.0,3,1,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,1
0,25,2,2,1.0,1.0,2.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,4,1,4,1.0,1.0,1.0,2,1,180,10.0,10.0,10.0,10.0,10.0,10.0,1,3
0,7,1,3,1.0,1.0,1.0,1,240,950,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,1,2,1.0,1.0,1.0,2,1,1125,10.0,10.0,9.0,10.0,9.0,9.0,1,4
0,1,2,2,1.0,2.0,0.0,2,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
1,2,2,2,1.0,1.0,1.0,2,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,4
0,23,2,2,1.0,1.0,1.0,2,1,4,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,2,1,1.0,1.0,1.0,1,5,365,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,5,1,4,0.0,2.0,2.0,6,2,365,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,4,2,3,1.0,1.0,1.0,1,1,1125,10.0,8.0,10.0,10.0,9.0,10.0,0,3
0,2,2,2,1.0,1.0,1.0,1,5,365,10.0,8.0,8.0,10.0,8.0,8.0,1,2
0,3,2,1,1.0,1.0,1.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,3,1,2,1.0,1.0,2.0,3,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,22
0,5,2,2,1.0,1.0,1.0,2,4,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,4,1,4,1.0,1.0,1.0,3,1,3,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,2,2,1.0,1.0,1.0,2,1,15,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,18,1,3,1.0,2.0,2.0,5,30,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,3,2,2,1.0,1.0,2.0,2,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,2,1,1.0,1.0,1.0,2,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,8,2,2,1.0,1.0,1.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,11,4,1,2.0,1.0,1.0,1,2,28,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,1,4,1.0,2.0,2.0,8,1,1125,9.0,8.0,8.0,9.0,9.0,9.0,1,7
0,1,1,3,1.0,1.0,3.0,3,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,4
0,1,1,2,1.0,1.0,1.0,6,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,8,2,1,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,2,2,1.0,1.0,1.0,2,1,60,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,17,4,2,1.0,1.0,2.0,1,1,365,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,14,1,2,1.0,1.0,1.0,3,1,1125,6.0,8.0,10.0,8.0,10.0,8.0,1,8
0,2,1,2,1.0,1.0,1.0,9,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,7,1,4,1.0,2.0,0.0,3,4,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,28,2,2,2.0,1.0,5.0,1,1,5,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,13,1,4,1.0,2.0,1.0,9,3,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,5,1,3,1.0,2.0,2.0,2,2,1125,10.0,6.0,8.0,10.0,10.0,10.0,1,1
0,18,2,1,1.0,1.0,1.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,1,2,1.0,1.0,1.0,3,1,1125,10.0,9.0,10.0,9.0,10.0,10.0,1,4
0,1,1,4,1.0,1.0,2.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,29,2,2,1.0,1.0,2.0,2,1,60,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,4,1,4,1.0,3.0,3.0,9,1,14,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,1,1,2,1.0,2.0,2.0,5,1,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,7
0,5,2,3,1.0,1.0,2.0,2,2,180,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,32,2,1,1.0,1.0,1.0,4,1,32,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,4,2,1,1.0,1.0,1.0,2,1,10,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,13,1,4,2.0,3.0,4.0,5,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,4,1,8,2.May,3.0,4.0,8,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,4,2,2,1.0,1.0,1.0,2,45,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
0,2,1,4,1.0,1.0,2.0,4,1,1125,9.0,9.0,10.0,10.0,9.0,9.0,0,17
0,4,2,2,1.0,2.0,2.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,1,1.0,1.0,1.0,1,1,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,2,2,1.0,2.0,2.0,3,1,1125,10.0,10.0,10.0,10.0,8.0,8.0,0,1
0,5,1,4,2.0,1.0,1.0,7,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,8,2,2,0.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
1,2,1,4,1.0,2.0,2.0,5,2,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,1,1,2,1.0,1.0,1.0,3,3,15,10.0,10.0,10.0,10.0,10.0,9.0,1,1
0,2,2,2,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,4,2,2,1.0,1.0,1.0,1,2,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,1,4,1.0,1.0,2.0,5,3,30,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,2,2,1.0,1.0,1.0,4,1,190,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,8,2,1,1.0,2.0,2.0,1,3,8,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,8,2,1,1.0,2.0,2.0,1,1,8,2.0,2.0,2.0,2.0,2.0,2.0,1,2
0,1,2,2,1.0,2.0,2.0,4,5,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,2,2,1.0,1.0,1.0,3,1,25,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,1,2,1.0,1.0,1.0,2,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,7
0,1,1,2,1.0,1.0,1.0,3,2,1125,10.0,10.0,10.0,9.0,10.0,9.0,1,7
0,7,1,4,1.0,2.0,3.0,2,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,4
0,1,1,2,1.0,1.0,1.0,3,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,7
0,1,1,2,1.0,1.0,1.0,3,2,1125,9.0,9.0,10.0,10.0,10.0,10.0,1,7
0,2,1,3,1.0,1.0,1.0,9,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
1,4,1,5,1.0,2.0,3.0,3,4,1125,10.0,9.0,10.0,10.0,10.0,10.0,1,2
0,1,1,5,2.0,2.0,2.0,4,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,1,1,4,1.0,1.0,1.0,3,2,1125,9.0,8.0,9.0,10.0,10.0,9.0,1,7
0,14,1,2,1.0,1.0,1.0,2,3,5,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,1,2,1.0,1.0,1.0,3,2,1125,9.0,9.0,10.0,10.0,9.0,10.0,1,7
1,5,1,5,1.0,2.0,3.0,5,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,7
1,1,1,4,1.0,1.0,2.0,6,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,13
0,2,2,4,1.0,1.0,2.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,2,1,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,14,2,2,1.0,1.0,0.0,5,1,60,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,7,1,3,1.0,1.0,2.0,6,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
