host_is_superhost,neighbourhood_cleansed,room_type,accommodates,bathrooms_text,bedrooms,beds,price,minimum_nights,maximum_nights,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count
0,1,1,4,1.0,1.0,4.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,7
0,1,1,5,1.0,1.0,2.0,7,1,1125,2.0,2.0,2.0,6.0,2.0,2.0,0,20
0,2,1,5,1.0,2.0,4.0,10,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,1,2,2,1.0,1.0,2.0,2,3,27,10.0,10.0,10.0,10.0,9.0,10.0,0,1
0,1,1,2,1.0,1.0,1.0,3,3,100,9.0,8.0,9.0,10.0,9.0,9.0,1,3
0,5,2,1,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,2,2,1.0,1.0,1.0,2,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,5
0,2,2,1,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,1,2,1.0,1.0,2.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,8,2,2,1.0,1.0,2.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,2,1.0,1.0,1.0,7,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,1,2,2,1.0,1.0,1.0,3,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,2,2,1.0,1.0,1.0,6,2,1125,8.0,9.0,9.0,9.0,10.0,9.0,1,1
0,6,2,2,1.0,1.0,2.0,4,4,365,10.0,6.0,6.0,6.0,10.0,10.0,1,2
0,2,2,2,1.0,1.0,1.0,2,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,3,1,3,1.0,1.0,1.0,9,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,37,2,2,1.0,1.0,1.0,7,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,1,4,2,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,4,2.0,1.0,4.0,10,1,1125,7.0,6.0,10.0,10.0,6.0,10.0,0,11
0,5,2,1,1.0,1.0,1.0,4,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,1,4,1.0,1.0,1.0,6,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,20
0,3,1,6,1.0,2.0,4.0,8,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,12,2,2,1.0,1.0,1.0,3,2,30,9.0,10.0,9.0,10.0,9.0,10.0,0,6
1,4,1,4,1.0,2.0,2.0,2,3,1125,10.0,8.0,10.0,10.0,10.0,10.0,1,1
0,1,2,1,1.0,1.0,1.0,3,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,2,1,2.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,23,2,1,0.0,1.0,1.0,4,2,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,1,1.0,1.0,1.0,1,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,26,2,2,1.0,1.0,1.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,1,2,1.0,1.0,1.0,5,3,15,10.0,10.0,10.0,10.0,10.0,9.0,0,1
0,3,1,3,1.0,1.0,2.0,2,2,1125,10.0,10.0,10.0,10.0,9.0,9.0,0,2
0,4,1,4,1.0,2.0,2.0,3,3,1125,9.0,8.0,10.0,9.0,10.0,9.0,0,1
0,1,1,8,1.0,2.0,2.0,10,1,365,9.0,9.0,10.0,10.0,10.0,9.0,0,3
1,4,1,6,1.0,3.0,3.0,4,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
1,1,3,3,1.0,1.0,0.0,4,1,1125,10.0,10.0,9.0,9.0,10.0,9.0,1,16
1,1,3,3,1.0,1.0,1.0,4,1,1125,9.0,9.0,9.0,10.0,9.0,9.0,1,16
1,1,3,2,1.0,1.0,1.0,4,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,16
1,1,3,3,1.0,1.0,1.0,4,1,1125,9.0,8.0,10.0,10.0,9.0,8.0,1,16
0,5,2,2,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,1,2,1.0,1.0,1.0,2,1,1125,9.0,9.0,10.0,10.0,10.0,9.0,1,17
0,3,2,2,1.0,1.0,1.0,6,2,1125,9.0,9.0,9.0,10.0,9.0,9.0,1,3
0,2,1,1,1.0,1.0,1.0,2,90,1125,10.0,10.0,10.0,10.0,9.0,9.0,0,2
0,1,1,4,1.0,2.0,2.0,8,3,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,1
0,19,2,2,1.0,2.0,1.0,5,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,6
0,1,1,2,1.0,1.0,1.0,4,2,30,8.0,10.0,10.0,10.0,10.0,10.0,0,1
0,3,4,1,1.0,1.0,2.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,1,1.0,1.0,2.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,1,4,1.0,2.0,2.0,5,3,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,6,2,2,1.0,1.0,1.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,6,2,1,1.0,1.0,2.0,1,1,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,2,2,1.0,1.0,2.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,1,4,1.0,2.0,1.0,4,2,20,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,2,1,4,1.0,2.0,2.0,6,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,2,1,3,1.0,1.0,2.0,7,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,4,2,3,1.0,1.0,5.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,2,1.0,1.0,1.0,2,3,17,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,2,1,4,1.0,1.0,2.0,5,1,1125,10.0,10.0,10.0,8.0,8.0,8.0,0,2
0,7,2,2,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
1,19,1,7,2.0,3.0,6.0,8,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,2
0,2,1,6,2.0,2.0,4.0,6,2,1125,9.0,9.0,10.0,10.0,9.0,9.0,0,3
0,1,2,1,2.0,1.0,1.0,2,15,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,7
0,4,2,2,1.0,1.0,0.0,1,10,30,10.0,9.0,10.0,10.0,10.0,10.0,0,1
0,2,2,2,1.0,1.0,2.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,6,2,2,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,2,2,1.0,1.0,1.0,2,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,1,1.0,1.0,1.0,7,2,90,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,1,4,1.0,1.0,2.0,5,30,240,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,2,1,3,1.0,1.0,1.0,2,10,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,5,1,4,2.0,3.0,3.0,8,2,1125,10.0,10.0,10.0,9.0,10.0,10.0,0,1
1,1,1,4,1.0,1.0,2.0,4,6,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,9
0,3,2,2,1.0,1.0,1.0,3,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,7
0,1,1,3,1.0,1.0,1.0,4,5,1125,9.0,9.0,9.0,10.0,9.0,9.0,1,5
0,2,2,1,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,5,1,2,1.0,1.0,1.0,5,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,2,1,1.0,1.0,3.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,22,2,1,1.0,1.0,1.0,3,2,1125,10.0,10.0,10.0,10.0,8.0,9.0,0,2
0,2,2,2,1.0,1.0,1.0,1,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,2,2,2,2.0,1.0,1.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,1,6,1.0,3.0,6.0,6,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,2,2,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,2,2,1.0,1.0,2.0,4,3,1125,8.0,10.0,9.0,9.0,9.0,9.0,0,1
0,22,2,1,1.0,1.0,1.0,2,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
0,1,1,3,1.0,1.0,0.0,2,3,3,9.0,10.0,10.0,10.0,9.0,9.0,0,2
0,11,4,1,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,2,2,1.0,1.0,1.0,2,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,3,1,6,1.0,3.0,6.0,5,3,20,10.0,10.0,10.0,10.0,10.0,10.0,1,3
1,2,1,3,1.0,1.0,2.0,3,2,365,10.0,9.0,10.0,10.0,9.0,9.0,1,14
0,2,2,2,1.0,1.0,2.0,1,60,1125,10.0,8.0,10.0,10.0,8.0,10.0,1,2
0,2,2,2,1.0,1.0,1.0,1,60,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
0,1,1,4,1.0,1.0,4.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,8,2,4,2.0,1.0,4.0,5,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
0,2,1,3,1.0,1.0,1.0,7,2,1125,7.0,7.0,9.0,6.0,9.0,9.0,1,2
0,2,1,4,1.0,1.0,3.0,3,720,1100,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,12,2,2,1.0,1.0,1.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,1,1,4,1.0,2.0,2.0,8,1,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,1
0,1,1,4,1.0,1.0,2.0,6,3,1124,10.0,9.0,10.0,10.0,10.0,9.0,1,2
0,4,2,3,2.0,1.0,2.0,3,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,2,1,2.0,1.0,1.0,2,1,29,9.0,9.0,10.0,10.0,10.0,10.0,0,1
0,3,1,2,1.0,2.0,3.0,6,5,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,2,1.0,1.0,1.0,3,1,3,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,2,1,2,1.0,1.0,1.0,3,3,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,5,1,6,3.0,3.0,4.0,7,4,1125,10.0,9.0,10.0,10.0,9.0,10.0,0,1
0,1,2,2,1.0,1.0,1.0,2,2,1125,10.0,10.0,9.0,10.0,10.0,10.0,0,1
0,4,1,4,1.0,1.0,2.0,8,3,45,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,4,1,3,2.0,1.0,2.0,3,30,360,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,4,2,1,1.0,1.0,1.0,1,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,6,1,1,2.0,1.0,2.0,4,3,1125,10.0,10.0,10.0,9.0,10.0,8.0,0,2
0,4,2,2,1.0,1.0,1.0,4,1,1125,9.0,10.0,9.0,9.0,10.0,9.0,0,1
0,4,1,5,2.0,2.0,3.0,4,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,1,3,5,1.0,1.0,3.0,4,1,1125,8.0,7.0,8.0,8.0,9.0,7.0,1,6
0,1,2,5,1.0,1.0,1.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,6
0,1,2,5,1.0,1.0,1.0,4,1,30,5.0,5.0,5.0,5.0,5.0,5.0,1,6
0,1,1,4,1.0,2.0,3.0,4,3,90,9.0,8.0,9.0,10.0,10.0,9.0,1,1
0,3,2,2,1.0,1.0,1.0,2,1,365,9.0,9.0,10.0,10.0,9.0,9.0,1,10
0,3,2,3,1.0,1.0,3.0,2,1,365,10.0,10.0,10.0,10.0,9.0,10.0,1,10
0,3,2,2,1.0,1.0,1.0,2,1,365,10.0,10.0,9.0,9.0,9.0,9.0,1,10
1,1,1,2,1.0,1.0,1.0,5,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,1
0,3,2,3,1.0,1.0,1.0,3,1,365,9.0,9.0,10.0,9.0,9.0,9.0,1,10
0,2,1,7,2.0,2.0,2.0,9,3,1125,8.0,10.0,10.0,10.0,8.0,10.0,0,3
0,1,1,2,1.0,1.0,1.0,5,2,1125,9.0,8.0,9.0,9.0,10.0,8.0,1,13
0,3,1,5,1.0,1.0,2.0,3,1,100,9.0,10.0,10.0,9.0,9.0,9.0,1,8
1,18,2,2,2.0,1.0,1.0,2,7,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
0,1,1,3,1.0,1.0,1.0,3,3,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,2
0,5,2,1,1.0,1.0,1.0,1,2,3,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,4,1.0,2.0,2.0,3,1,30,9.0,9.0,10.0,10.0,9.0,9.0,1,7
0,5,2,1,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,2,2,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,2,1,1.0,1.0,1.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,4,1.0,1.0,2.0,8,1,15,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,2,2.0,1.0,1.0,2,7,1125,9.0,9.0,10.0,10.0,10.0,10.0,0,4
0,3,2,1,1.0,1.0,1.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,1,2,1.0,1.0,1.0,3,2,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,4,2,1,1.0,1.0,0.0,1,1,6,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,1,3,1.0,1.0,3.0,9,10,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
1,4,1,3,1.0,1.0,1.0,3,25,365,10.0,9.0,10.0,10.0,10.0,10.0,0,8
1,4,1,3,1.0,1.0,1.0,2,6,1125,10.0,9.0,10.0,10.0,10.0,10.0,0,8
0,3,3,3,1.0,1.0,3.0,5,1,1125,8.0,10.0,10.0,7.0,9.0,9.0,1,3
0,14,2,2,1.0,1.0,2.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,1,2,2,1.0,1.0,1.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,1,10,1.0,2.0,3.0,10,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,5,2,3,1.0,1.0,3.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,2,2,2.0,1.0,1.0,3,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,2,2,1.0,1.0,1.0,5,7,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,2,1.0,1.0,1.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,4,2,2,2.0,1.0,2.0,2,1,4,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,5,1,3,1.0,2.0,2.0,5,5,180,10.0,9.0,10.0,10.0,9.0,9.0,0,5
0,1,2,2,1.0,1.0,1.0,2,1,1125,10.0,8.0,10.0,9.0,10.0,9.0,0,4
0,12,1,8,1.0,2.0,6.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,2,1,5,1.0,2.0,4.0,5,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,1,14
1,1,1,2,2.0,1.0,1.0,8,3,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,19
0,3,2,2,1.0,1.0,0.0,4,1,300,10.0,10.0,10.0,10.0,10.0,10.0,0,4
0,5,2,1,1.0,2.0,3.0,2,14,65,10.0,9.0,10.0,10.0,10.0,10.0,1,1
0,6,2,2,1.0,1.0,2.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,11,2,2,1.0,1.0,2.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,2,1,2,1.0,1.0,1.0,2,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,1,1,2,1.0,1.0,1.0,3,1,1125,10.0,10.0,10.0,10.0,9.0,10.0,1,13
0,3,2,2,1.0,1.0,1.0,2,1,365,10.0,10.0,10.0,10.0,9.0,10.0,1,10
0,6,2,1,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,5,1.0,1.0,3.0,3,1,365,9.0,9.0,10.0,9.0,9.0,9.0,1,10
0,3,2,2,1.0,1.0,1.0,2,1,365,9.0,10.0,10.0,10.0,9.0,9.0,1,10
0,3,2,2,1.0,1.0,1.0,2,1,365,10.0,10.0,10.0,9.0,9.0,9.0,1,10
0,5,2,2,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,2,2,4,1.0,1.0,4.0,4,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,4
0,5,1,3,1.0,2.0,2.0,4,2,32,10.0,9.0,10.0,10.0,10.0,10.0,1,1
0,5,2,2,1.0,1.0,2.0,7,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,10,1,3,1.0,1.0,1.0,3,3,23,10.0,10.0,10.0,10.0,9.0,10.0,0,1
0,3,2,4,1.0,1.0,3.0,7,1,1125,6.0,9.0,8.0,8.0,10.0,7.0,0,11
0,4,2,1,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,1,3,1.0,1.0,1.0,2,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
1,3,2,2,1.0,1.0,1.0,3,1,1125,9.0,9.0,9.0,9.0,9.0,9.0,1,6
0,3,2,2,1.0,1.0,1.0,6,1,30,5.0,5.0,5.0,5.0,5.0,5.0,0,5
0,3,2,2,1.0,1.0,1.0,6,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,5
0,33,1,4,1.0,1.0,1.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,1,6,1.0,2.0,2.0,4,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,4
0,3,1,4,1.0,1.0,2.0,2,1,365,9.0,9.0,10.0,10.0,9.0,9.0,1,8
0,2,2,1,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,2,2,1.0,1.0,1.0,2,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,14,2,1,1.0,1.0,1.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,15,4,1,2.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,2,1.0,1.0,1.0,6,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,5
0,3,2,3,1.0,1.0,2.0,7,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,5
0,19,1,4,1.0,1.0,0.0,7,3,1124,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,2,1,5,1.0,2.0,3.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,1,1.0,1.0,1.0,3,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,2,1,1.0,1.0,1.0,7,3,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,2,1.0,1.0,1.0,6,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,5
0,2,1,5,1.0,2.0,2.0,3,1,1125,10.0,9.0,10.0,10.0,9.0,10.0,0,1
0,9,1,2,1.0,1.0,1.0,3,3,60,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,1,0.0,1.0,1.0,2,1,1125,10.0,10.0,10.0,8.0,10.0,10.0,0,1
1,12,1,4,1.0,2.0,3.0,5,5,1125,10.0,10.0,10.0,10.0,9.0,9.0,1,1
0,2,1,2,1.0,1.0,2.0,4,3,15,10.0,10.0,10.0,10.0,9.0,10.0,0,1
0,4,2,2,1.0,1.0,1.0,1,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,3
0,6,2,2,1.0,1.0,1.0,3,1,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,4,2,2,1.0,1.0,2.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,6,4,2,1.0,1.0,1.0,3,15,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,2,2,1.0,1.0,1.0,2,3,999,9.0,10.0,9.0,10.0,9.0,9.0,1,1
0,2,2,1,1.0,1.0,1.0,1,20,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,2,4,2,1.0,1.0,1.0,1,1,7,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,2,2,2,1.0,1.0,1.0,1,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,2
0,3,1,5,2.0,2.0,3.0,3,1,15,10.0,10.0,10.0,10.0,9.0,9.0,1,8
0,3,1,5,2.0,2.0,3.0,4,1,15,9.0,9.0,10.0,10.0,10.0,9.0,1,8
1,19,1,5,1.0,3.0,6.0,7,2,90,10.0,9.0,10.0,10.0,10.0,9.0,0,1
0,7,1,2,1.0,1.0,1.0,5,3,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,2
0,4,1,1,1.0,1.0,1.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,2,2,1.0,2.0,2.0,1,1,1125,2.0,4.0,2.0,2.0,6.0,4.0,0,2
0,9,1,5,1.0,2.0,4.0,3,2,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,22,1,4,1.0,1.0,3.0,3,90,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,1,2,2,1.0,1.0,1.0,4,1,460,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,3,2,1,1.0,1.0,1.0,4,1,6,5.0,5.0,5.0,5.0,5.0,5.0,0,10
0,1,2,3,1.0,1.0,2.0,6,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,1,1,2,1.0,1.0,1.0,1,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,7
0,4,1,5,1.0,2.0,3.0,6,1,90,10.0,9.0,10.0,10.0,10.0,9.0,0,3
0,5,2,2,1.0,1.0,2.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,2,1,6,1.0,2.0,2.0,6,3,1125,5.0,5.0,6.0,6.0,5.0,5.0,0,4
0,2,1,4,1.0,1.0,2.0,5,7,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,4
1,1,2,2,1.0,1.0,2.0,3,2,1125,9.0,9.0,10.0,10.0,10.0,9.0,0,1
0,1,2,2,1.0,1.0,1.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,1,5,1.0,1.0,3.0,3,2,1125,10.0,9.0,10.0,10.0,10.0,9.0,0,10
1,18,1,6,2.0,3.0,3.0,4,1,1125,10.0,10.0,10.0,10.0,9.0,9.0,0,4
0,3,1,5,1.0,1.0,1.0,10,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,23,1,4,1.0,2.0,2.0,3,1,1125,2.0,2.0,8.0,10.0,8.0,4.0,0,8
0,1,2,2,1.0,1.0,1.0,2,2,1125,8.0,8.0,7.0,7.0,7.0,8.0,1,1
0,12,2,2,1.0,1.0,2.0,3,1,7,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,5,1,2,1.0,1.0,1.0,4,1,7,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,3,2,1,2.0,1.0,1.0,2,3,1125,9.0,10.0,10.0,10.0,9.0,9.0,0,1
0,2,1,2,1.0,1.0,1.0,2,90,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,2
0,4,2,1,1.0,1.0,1.0,2,5,30,8.0,8.0,10.0,10.0,10.0,8.0,0,1
0,2,2,2,1.0,1.0,2.0,1,1,6,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,3,2,2,1.0,1.0,1.0,2,2,1125,9.0,9.0,10.0,9.0,9.0,9.0,1,11
0,19,2,4,1.0,1.0,4.0,5,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,2
0,2,2,2,1.0,1.0,1.0,3,1,29,5.0,5.0,5.0,5.0,5.0,5.0,1,1
1,1,2,1,1.0,1.0,1.0,1,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,1,2,3,1.0,1.0,3.0,10,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,3
0,1,2,2,1.0,1.0,1.0,8,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,3
0,1,2,2,1.0,1.0,1.0,8,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,3
0,3,4,1,1.0,1.0,1.0,1,1,1125,8.0,10.0,10.0,10.0,10.0,10.0,1,1
1,1,1,4,1.0,2.0,2.0,4,4,1125,10.0,10.0,10.0,10.0,9.0,10.0,0,5
0,5,1,1,2.0,1.0,1.0,6,3,1125,10.0,10.0,10.0,10.0,10.0,8.0,0,1
0,6,1,4,1.0,2.0,4.0,8,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,1,1
1,1,1,4,1.0,1.0,1.0,5,2,1125,10.0,10.0,10.0,10.0,10.0,10.0,1,4
0,5,2,1,1.0,1.0,1.0,3,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,1,1,5,1.0,1.0,3.0,5,2,365,10.0,10.0,10.0,10.0,10.0,10.0,1,4
0,2,2,1,1.0,1.0,3.0,2,2,120,9.0,8.0,9.0,9.0,9.0,9.0,0,1
0,3,1,5,2.0,2.0,3.0,5,2,1125,9.0,10.0,9.0,10.0,9.0,9.0,1,5
0,5,2,2,1.0,1.0,2.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,5,1,3,1.0,1.0,1.0,2,3,30,10.0,10.0,10.0,10.0,10.0,10.0,0,1
0,2,1,2,2.0,1.0,1.0,6,28,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
1,19,1,2,1.0,1.0,1.0,7,1,1125,10.0,10.0,10.0,10.0,10.0,10.0,0,3
0,11,1,3,1.0,1.0,2.0,4,3,15,5.0,5.0,5.0,5.0,5.0,5.0,1,1
0,1,1,2,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,7
0,1,2,2,1.0,1.0,1.0,2,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,7
0,1,2,2,1.0,1.0,2.0,3,2,30,5.0,5.0,5.0,5.0,5.0,5.0,0,1
0,9,2,1,1.0,1.0,1.0,4,1,1125,5.0,5.0,5.0,5.0,5.0,5.0,0,1
